Date,BTC-EUR (Price),BTC/EUR,Gold (Price),Gold Futures,Gold Trial,SPX-500 (Price),S&P 500 ,S&P,Myfund (Price),Myfund,,M Trial,MVIS Price,ITIF,,ITIF Trial
2020-12-21,"18,592.00",-3.18,"1,859.00",-0.32%,-0.32,"3,694.92",-0.0039,-0.39,5.266448,-3.00%,-2.995000228,-2.995000228,4983.19,-6.05%,-6.05,-6.05
2020-12-22,"19,535.70",5.08,"1,863.70",-0.66%,-0.66,"3,687.26",-0.0021,-0.21,5.126019,-2.67%,-2.666484127,-2.666484127,4966.5,-0.33%,-0.33,-0.33
2020-12-23,"19,091.70",-2.27,"1,860.90",0.42%,0.42,"3,690.01",0.0007,0.07,5.10975,-0.32%,-0.317380798,-0.317380798,4159.19,-16.26%,-16.26,-16.26
2020-12-24,"19,479.50",2.03,"1,873.10",0.27%,0.27,"3,703.06",0.0035,0.35,4.576007,-10.45%,-10.44557953,-10.44557953,4563.04,9.71%,9.71,9.71
2020-12-25,"20,229.40",3.85,,,,,,,4.892582,6.92%,6.918149382,6.918149382,4684.38,2.66%,2.66,2.66
2020-12-26,"21,648.20",7.01,,,,,,,4.943649,1.04%,1.043763804,1.043763804,4746.95,1.34%,1.34,1.34
2020-12-27,"21,360.50",-1.33,,,,,,,5.06067,2.37%,2.367097664,2.367097664,4800.01,1.12%,1.12,1.12
2020-12-28,"22,133.50",3.62,"1,873.00",-0.15%,-0.15,"3,735.36",0.0087,0.87,5.173456,2.23%,2.22867723,2.22867723,4870.9,1.48%,1.48,1.48
2020-12-29,"22,333.60",0.90,"1,875.60",0.13%,0.13,"3,727.04",-0.0022,-0.22,5.396567,4.31%,4.312610371,4.312610371,4794.49,-1.57%,-1.57,-1.57
2020-12-30,"23,481.30",5.14,"1,879.50",0.56%,0.56,"3,732.04",0.0013,0.13,5.381176,-0.29%,-0.285199832,-0.285199832,4902.1,2.24%,2.24,2.24
2020-12-31,"23,681.90",0.85,"1,889.10",0.09%,0.09,"3,756.07",0.0064,0.64,5.497647,2.16%,2.164415362,2.164415362,4850.08,-1.06%,-1.06,-1.06
2021-01-01,"24,035.60",1.49,"1,901.60",0.34%,0.34,,,,5.549117,0.94%,0.936218713,0.936218713,4877.89,0.57%,0.57,0.57
2021-01-02,"25,930.10",7.88,,,,,,,5.554798,0.10%,0.102376648,0.102376648,5184.21,6.28%,6.28,6.28
2021-01-03,"26,013.80",0.32,,,,,,,5.775749,3.98%,3.977660394,3.977660394,5967.14,15.10%,15.1,15.1
2021-01-04,"26,105.20",0.35,"1,906.10",2.37%,2.37,"3,700.65",-0.0148,-1.48,6.402525,10.85%,10.85185662,10.85185662,6018.12,0.85%,0.85,0.85
2021-01-05,"27,638.80",5.87,"1,938.40",0.40%,0.40,"3,726.86",0.0071,0.71,6.643146,3.76%,3.75822039,3.75822039,6351.76,5.54%,5.54,5.54
2021-01-06,"29,820.40",7.89,"1,902.60",-2.34%,-2.34,"3,748.14",0.0057,0.57,7.286299,9.68%,9.681452131,9.681452131,7261.44,14.32%,14.32,14.32
2021-01-07,"32,006.00",7.33,"1,907.50",0.26%,0.26,"3,803.79",0.0148,1.48,8.057765,10.59%,10.58789929,10.58789929,7306.21,0.62%,0.62,0.62
2021-01-08,"33,099.70",3.42,"1,827.80",-4.09%,-4.09,"3,824.68",0.0055,0.55,8.295908,2.96%,2.955447323,2.955447323,7297.39,-0.12%,-0.12,-0.12
2021-01-09,"32,369.90",-2.20,,,,,,,8.262503,-0.40%,-0.4026684,-0.4026684,7815.76,7.10%,7.1,7.1
2021-01-10,"31,026.20",-4.15,,,,,,,8.569197,3.71%,3.711877624,3.711877624,7626.86,-2.42%,-2.42,-2.42
2021-01-11,"29,107.50",-6.18,"1,817.10",0.84%,0.84,"3,799.61",-0.0066,-0.66,8.313849,-2.98%,-2.9798358,-2.9798358,6623.08,-13.16%,-13.16,-13.16
2021-01-12,"27,928.40",-4.05,"1,835.80",-0.36%,-0.36,"3,801.19",0.0004,0.04,7.348896,-11.61%,-11.60657356,-11.60657356,6417.02,-3.11%,-3.11,-3.11
2021-01-13,"30,737.00",10.06,"1,841.60",0.58%,0.58,"3,809.84",0.0023,0.23,7.318399,-0.41%,-0.414987503,-0.414987503,7016.57,9.34%,9.34,9.34
2021-01-14,"32,215.50",4.81,"1,826.60",-0.19%,-0.19,"3,795.54",-0.0038,-0.38,7.961185,8.78%,8.783150522,8.783150522,7377.4,5.14%,5.14,5.14
2021-01-15,"30,502.40",-5.32,"1,822.10",-1.16%,-1.16,"3,768.25",-0.0072,-0.72,8.26477,3.81%,3.813314224,3.813314224,6941.98,-5.90%,-5.9,-5.9
2021-01-16,"29,823.80",-2.22,,,,,,,8.213937,-0.62%,-0.615056438,-0.615056438,7029.07,1.25%,1.25,1.25
2021-01-17,"29,632.00",-0.64,"1,803.60",-1.10%,-1.1,,,,8.656492,5.39%,5.387854813,5.387854813,7025.79,-0.05%,-0.05,-0.05
2021-01-18,"30,290.10",2.22,"1,809.65",1.48%,1.48,,,,9.032447,4.34%,4.343041038,4.343041038,7253.1,3.24%,3.24,3.24
2021-01-19,"29,641.20",-2.14,"1,800.80",0.20%,0.20,"3,798.91",0.0081,0.81,8.898496,-1.48%,-1.482997907,-1.482997907,7387.57,1.85%,1.85,1.85
2021-01-20,"29,298.10",-1.16,"1,831.10",1.43%,1.43,"3,851.85",0.0139,1.39,9.228103,3.70%,3.704075385,3.704075385,7327.76,-0.81%,-0.81,-0.81
2021-01-21,"25,353.40",-13.46,"1,857.50",-0.03%,-0.03,"3,853.07",0.0003,0.03,8.905793,-3.49%,-3.492700504,-3.492700504,6162.96,-15.90%,-15.9,-15.9
2021-01-22,"27,133.30",7.02,"1,836.30",-0.52%,-0.52,"3,841.47",-0.003,-0.3,7.642128,-14.19%,-14.18924738,-14.18924738,6656.21,8.00%,8,8
2021-01-23,"26,385.60",-2.76,,,,,,,8.336962,9.09%,9.09215339,9.09215339,6587.41,-1.03%,-1.03,-1.03
2021-01-24,"26,522.70",0.52,,,,,,,8.53979,2.43%,2.432876628,2.432876628,6925.75,5.14%,5.14,5.14
2021-01-25,"26,615.20",0.35,"1,850.00",0.15%,0.15,"3,855.36",0.0036,0.36,8.790107,2.93%,2.93118449,2.93118449,6716.71,-3.02%,-3.02,-3.02
2021-01-26,"26,734.20",0.45,"1,851.10",-0.23%,-0.23,"3,849.62",-0.0015,-0.15,8.653711,-1.55%,-1.551698972,-1.551698972,6786.97,1.05%,1.05,1.05
2021-01-27,"25,153.70",-5.91,"1,832.40",-0.32%,-0.32,"3,750.77",-0.0257,-2.57,8.68131,0.32%,0.318926759,0.318926759,6178.85,-8.96%,-8.96,-8.96
2021-01-28,"27,542.50",9.50,"1,835.60",-0.42%,-0.42,"3,787.38",0.0098,0.98,8.030758,-7.49%,-7.493707747,-7.493707747,6787.11,9.84%,9.84,9.84
2021-01-29,"28,294.50",2.73,"1,841.20",0.49%,0.49,"3,714.24",-0.0193,-1.93,8.786275,9.41%,9.407791892,9.407791892,6917.47,1.92%,1.92,1.92
2021-01-30,"28,266.60",-0.10,,,,,,,8.928529,1.62%,1.61904789,1.61904789,7027.57,1.59%,1.59,1.59
2021-01-31,"27,355.50",-3.22,,,,,,,9.333497,4.54%,4.535663153,4.535663153,6733.59,-4.18%,-4.18,-4.18
2021-02-01,"27,796.70",1.61,"1,851.70",0.74%,0.74,"3,773.86",0.0161,1.61,9.354319,0.22%,0.223088945,0.223088945,6957.88,3.33%,3.33,3.33
2021-02-02,"29,482.00",6.06,"1,830.40",-1.64%,-1.64,"3,826.31",0.0139,1.39,9.950205,6.37%,6.370169758,6.370169758,7458.95,7.20%,7.2,7.2
2021-02-03,"31,266.70",6.05,"1,830.10",0.09%,0.09,"3,830.17",0.001,0.1,10.674584,7.28%,7.280040964,7.280040964,7998.39,7.23%,7.23,7.23
2021-02-04,"30,933.70",-1.06,"1,784.60",-2.39%,-2.39,"3,871.74",0.0109,1.09,11.147506,4.43%,4.430355319,4.430355319,7632.38,-4.58%,-4.58,-4.58
2021-02-05,"31,825.50",2.88,"1,792.20",1.22%,1.22,"3,886.83",0.0039,0.39,11.193649,0.41%,0.413931152,0.413931152,8131.02,6.53%,6.53,6.53
2021-02-06,"32,617.50",2.49,,,,,,,12.325339,10.11%,10.11010797,10.11010797,8199.34,0.84%,0.84,0.84
2021-02-07,"32,298.10",-0.98,,,,,,,12.787909,3.75%,3.753000222,3.753000222,8020.39,-2.18%,-2.18,-2.18
2021-02-08,"38,523.70",19.28,"1,807.30",1.17%,1.17,"3,915.59",0.0074,0.74,12.579705,-1.63%,-1.628131698,-1.628131698,8865.26,10.53%,10.53,10.53
2021-02-09,"38,407.10",-0.30,"1,830.30",0.18%,0.18,"3,911.23",-0.0011,-0.11,13.508704,7.38%,7.384902905,7.384902905,9116.29,2.83%,2.83,2.83
2021-02-10,"37,032.00",-3.58,"1,834.00",0.28%,0.28,"3,909.88",-0.0003,-0.03,14.137124,4.65%,4.651963652,4.651963652,8997.09,-1.31%,-1.31,-1.31
2021-02-11,"39,548.00",6.79,"1,821.70",-0.86%,-0.86,"3,916.38",0.0017,0.17,15.589528,10.27%,10.27368792,10.27368792,9461.75,5.16%,5.16,5.16
2021-02-12,"39,156.80",-0.99,"1,810.10",-0.20%,-0.20,"3,934.83",0.0047,0.47,17.751774,13.87%,13.86986187,13.86986187,9959.66,5.26%,5.26,5.26
2021-02-13,"39,057.50",-0.25,,,,,,,19.243998,8.41%,8.406055643,8.406055643,10506.6,5.49%,5.49,5.49
2021-02-14,"40,205.60",2.94,"1,820.15",-0.12%,-0.12,,,,19.426892,0.95%,0.950395027,0.950395027,10405.2,-0.97%,-0.97,-0.97
2021-02-15,"39,570.30",-1.58,"1,815.60",-0.13%,-0.13,,,,18.909581,-2.66%,-2.662860328,-2.662860328,10210,-1.88%,-1.88,-1.88
2021-02-16,"40,677.80",2.80,"1,788.10",-1.09%,-1.09,"3,932.59",-0.0006,-0.06,18.517605,-2.07%,-2.072896274,-2.072896274,10240.3,0.30%,0.3,0.3
2021-02-17,"43,292.30",6.43,"1,767.90",-1.46%,-1.46,"3,931.33",-0.0003,-0.03,18.151492,-1.98%,-1.977107731,-1.977107731,10793.7,5.40%,5.4,5.4
2021-02-18,"42,740.50",-1.27,"1,766.60",0.12%,0.12,"3,913.97",-0.0044,-0.44,18.686547,2.95%,2.947719119,2.947719119,10799.6,0.05%,0.05,0.05
2021-02-19,"46,108.70",7.88,"1,759.00",0.14%,0.14,"3,906.71",-0.0019,-0.19,19.235571,2.94%,2.938070902,2.938070902,11204.7,3.75%,3.75,3.75
2021-02-20,"46,261.40",0.33,,,,,,,19.525569,1.51%,1.507613161,1.507613161,10865.3,-3.03%,-3.03,-3.03
2021-02-21,"47,427.40",2.52,,,,,,,20.828996,6.68%,6.67548792,6.67548792,11057.9,1.77%,1.77,1.77
2021-02-22,"44,570.20",-6.02,"1,778.60",1.74%,1.74,"3,876.50",-0.0077,-0.77,20.65966,-0.81%,-0.812982056,-0.812982056,10176.3,-7.97%,-7.97,-7.97
2021-02-23,"40,253.90",-9.68,"1,794.50",-0.14%,-0.14,"3,881.37",0.0013,0.13,19.673025,-4.78%,-4.775659425,-4.775659425,8843.65,-13.10%,-13.1,-13.1
2021-02-24,"40,915.10",1.64,"1,782.20",-0.44%,-0.44,"3,925.43",0.0114,1.14,16.704746,-15.09%,-15.08806602,-15.08806602,9079.82,2.67%,2.67,2.67
2021-02-25,"38,797.10",-5.18,"1,763.90",-1.25%,-1.25,"3,829.34",-0.0245,-2.45,17.833593,6.76%,6.757642409,6.757642409,8543.09,-5.91%,-5.91,-5.91
2021-02-26,"38,480.50",-0.82,"1,714.90",-2.62%,-2.62,"3,811.15",-0.0048,-0.48,17.799594,-0.19%,-0.190645822,-0.190645822,8392.14,-1.77%,-1.77,-1.77
2021-02-27,"38,358.80",-0.32,,,,,,,17.963089,0.92%,0.918532187,0.918532187,8532.18,1.67%,1.67,1.67
2021-02-28,"37,385.00",-2.54,,,,,,,18.879716,5.10%,5.102836155,5.102836155,8214.83,-3.72%,-3.72,-3.72
2021-03-01,"41,224.50",10.27,"1,717.20",-0.34%,-0.34,"3,901.82",0.0238,2.38,18.351412,-2.80%,-2.798262431,-2.798262431,8935.8,8.78%,8.78,8.78
2021-03-02,"40,153.40",-2.60,"1,704.60",0.62%,0.62,"3,870.29",-0.0081,-0.81,19.637481,7.01%,7.008011155,7.008011155,8768.53,-1.87%,-1.87,-1.87
2021-03-03,"41,923.30",4.41,"1,699.40",-1.03%,-1.03,"3,819.72",-0.0131,-1.31,18.880066,-3.86%,-3.856986545,-3.856986545,9087.67,3.64%,3.64,3.64
2021-03-04,"40,493.40",-3.41,"1,687.60",-0.88%,-0.88,"3,768.47",-0.0134,-1.34,19.802682,4.89%,4.886720205,4.886720205,8812.41,-3.03%,-3.03,-3.03
2021-03-05,"40,926.70",1.07,"1,683.00",-0.13%,-0.13,"3,841.94",0.0195,1.95,18.534644,-6.40%,-6.403364958,-6.403364958,8780.61,-0.36%,-0.36,-0.36
2021-03-06,"41,019.10",0.23,,,,,,,19.1693,3.42%,3.424160723,3.424160723,9014.59,2.66%,2.66,2.66
2021-03-07,"42,709.90",4.12,,,,,,,18.900933,-1.40%,-1.399983307,-1.399983307,9375.7,4.01%,4.01,4.01
2021-03-08,"44,115.20",3.29,"1,673.30",-1.21%,-1.21,"3,821.35",-0.0054,-0.54,19.080252,0.95%,0.948730944,0.948730944,9681.22,3.26%,3.26,3.26
2021-03-09,"46,142.20",4.59,"1,676.70",2.32%,2.32,"3,875.44",0.0142,1.42,19.648582,2.98%,2.978629423,2.978629423,10047.5,3.78%,3.78,3.78
2021-03-10,"46,888.20",1.62,"1,705.60",0.29%,0.29,"3,898.81",0.006,0.6,21.029522,7.03%,7.028191653,7.028191653,9871.7,-1.75%,-1.75,-1.75
2021-03-11,"45,687.00",-2.56,"1,721.70",0.79%,0.79,"3,939.34",0.0104,1.04,20.277433,-3.58%,-3.576348526,-3.576348526,10034.3,1.65%,1.65,1.65
2021-03-12,"47,804.60",-0.83,"1,719.80",-0.16%,-0.16,"3,943.34",0.001,0.1,19.5931,-3.37%,-3.37,-3.37,9981.41,-0.53%,-0.53,-0.53
2021-03-13,"50,225.80",5.06,,,,,,,18.49306,-5.61%,-5.61,-5.61,10667.1,6.87%,6.87,6.87
2021-03-14,"49,345.80",-1.75,,,,,,,19.1645,3.63%,3.63,3.63,10183.2,-4.54%,-4.54,-4.54
2021-03-15,"46,740.50",-5.28,"1,729.20",0.55%,0.55,"3,968.94",0.0065,0.65,19.07098,-0.49%,-0.49,-0.49,9733.8,-4.41%,-4.41,-4.41
2021-03-16,"47,793.00",2.25,"1,730.90",0.10%,0.10,"3,962.71",-0.0016,-0.16,18.3933,-3.55%,-3.55,-3.55,9865.06,1.35%,1.35,1.35
2021-03-17,"49,139.50",2.82,"1,727.10",-0.22%,-0.22,"3,974.12",0.0029,0.29,19.619,6.66%,6.66,6.66,10079.9,2.18%,2.18,2.18
2021-03-18,"48,439.90",-1.42,"1,732.50",0.31%,0.31,"3,915.46",-0.0148,-1.48,21.12226,7.66%,7.66,7.66,9830.84,-2.47%,-2.47,-2.47
2021-03-19,"48,861.80",0.87,"1,741.70",0.53%,0.53,"3,913.10",-0.0006,-0.06,20.3081,-3.85%,-3.85,-3.85,9933.76,1.05%,1.05,1.05
2021-03-20,"48,831.80",-0.06,,,,,,,20.798417,2.41%,2.41,2.41,9933.76,1.05%,1.05,1.05
2021-03-21,48866.9,0.04,1743.5,0.57.%,,,,,20.76,0.00%,0,0,9999.58,1.72%,1.72,1.72
2021-03-22,48332.4,-1.09,1737.25,-0.36%,-0.36,3916.48,0.0009,0.09,20.28,-0.02%,-0.02,-0.02,9822.17,-1.77%,-1.77,-1.77
2021-03-23,45445.6,-5.97,1738.75,0.09%,0.09,3934.7,0.0047,0.47,19.15,-0.06%,-0.06,-0.06,9341.75,-4.89%,-4.89,-4.89
2021-03-24,45954.7,1.12,1725.95,-0.74%,-0.74,3925.5,-0.0023,-0.23,18.95,-0.01%,-0.01,-0.01,9337.54,-0.05%,-0.05,-0.05
2021-03-25,44346.8,-3.5,1733.65,0.45%,0.45,3879.34,-0.0118,-1.18,17.85,-0.06%,-0.06,-0.06,8824.81,-5.49%,-5.49,-5.49
2021-03-26,43627.2,-1.62,1726.15,-0.43%,-0.43,3923,0.0113,1.13,18.02,0.01%,0.01,0.01,8742.37,-0.93%,-0.93,-0.93
